hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
2519, 0.00000, 952.568, 130.594, 856.716, 76.6679, 930.086, 117.882
2520, 0.00000, 852.974, 80.6718, 787.252, 42.0504, 838.356, 71.7625
2521, 0.00000, 832.003, 70.3836, 754.552, 25.5693, 805.297, 55.0843
2522, 0.00000, 838.847, 73.9506, 782.584, 40.0286, 809.903, 57.5895
2523, 0.00000, 819.826, 64.3143, 754.992, 25.8895, 802.385, 53.9431
2524, 0.00000, 848.703, 79.341, 781.234, 39.4085, 816.584, 61.3112
2525, 0.00000, 872.674, 91.6261, 789.191, 43.3725, 829.847, 68.0667
2526, 0.00000, 987.155, 149.137, 899.092, 98.7727, 945.783, 126.333
2527, 0.00000, 973.266, 141.998, 880.319, 89.1503, 934.088, 120.257
2528, 0.00000, 995.322, 153.37, 881.849, 89.8614, 949.381, 128.228
2529, 0.00000, 1059.11, 185.08, 930.594, 114.083, 997.899, 152.249
2530, 0.00000, 1092.42, 201.182, 961.174, 129.166, 1043.82, 174.831
2531, 0.00000, 1093.84, 200.649, 983.753, 139.819, 1066.01, 184.994
2532, 0.00000, 1121.43, 213.335, 1006.61, 149.89, 1079.78, 189.948
2533, 0.00000, 1107.08, 205.417, 980.817, 136.329, 1067.23, 183.209
2534, 0.00000, 1112.76, 207.89, 970.097, 130.909, 1056.19, 177.46
2535, 0.00000, 1110.86, 206.637, 959.708, 125.778, 1062.67, 180.465
2536, 0.00000, 1129.74, 215.43, 963.068, 126.732, 1089.67, 193.232
2537, 0.00000, 1054.54, 178.839, 911.625, 101.787, 1016.14, 157.43
2538, 0.00000, 1025.2, 164.354, 894.944, 93.8364, 973.573, 136.651
2539, 0.00000, 1013.8, 158.526, 874.173, 83.2604, 956.511, 127.817
2540, 0.00000, 1112.02, 206.157, 975.211, 132.56, 1070.95, 183.756
2541, 0.00000, 1061.44, 182.102, 935.402, 113.723, 1024.12, 161.627
2542, 0.00000, 992.787, 148.55, 902.172, 98.0762, 977.58, 139.586
2543, 0.00000, 944.362, 125.716, 841.207, 68.414, 912.944, 108.263
2544, 0.00000, 901.208, 104.71, 805.661, 51.0192, 868.564, 86.4902
2545, 0.00000, 834.825, 71.4528, 759.503, 28.0141, 804.7, 54.5784
2546, 0.00000, 829.73, 69.325, 745.386, 20.7775, 798.042, 51.3529
2547, 0.00000, 826.859, 67.9115, 749.184, 23.0898, 791.131, 48.0004
2548, 0.00000, 802.906, 55.729, 740.326, 18.5299, 777.885, 41.3437
2549, 0.00000, 811.003, 59.9234, 737.766, 17.1178, 791.224, 48.2864
2550, 0.00000, 895.248, 102.616, 830.6, 64.2327, 868.383, 87.2333
2551, 0.00000, 941.848, 126.128, 849.185, 73.458, 900.981, 103.561
2552, 0.00000, 974.994, 143.03, 862.281, 79.9587, 920.111, 113.255
2553, 0.00000, 1010.82, 160.726, 909.099, 103.66, 971.65, 139.151
2554, 0.00000, 1100.32, 205.042, 971.963, 134.567, 1044.37, 174.965
2555, 0.00000, 1115.05, 211.751, 988.327, 142.351, 1062.14, 183.568
2556, 0.00000, 1125.59, 215.912, 992.765, 143.649, 1056.28, 179.309
2557, 0.00000, 1129.9, 217.213, 991.971, 142.816, 1068.53, 184.689
2558, 0.00000, 1162.34, 232.502, 1032.03, 161.939, 1117.64, 208.551
2559, 0.00000, 1184.14, 243.062, 1046.58, 168.829, 1136.92, 217.739
2560, 0.00000, 1173.58, 236.682, 1042.78, 166.006, 1121.49, 208.852
2561, 0.00000, 1155.35, 228.06, 1016.73, 153.657, 1105.98, 201.91
2562, 0.00000, 1124.9, 213.028, 996.384, 143.633, 1105.4, 201.808
2563, 0.00000, 1128.57, 214.151, 1007.11, 148.244, 1101.63, 198.895
2564, 0.00000, 1092.7, 196.957, 981.25, 136.024, 1079.63, 188.736
2565, 0.00000, 1062.51, 182.967, 952.416, 122.407, 1009.16, 154.575
2566, 0.00000, 1022.27, 164.271, 886.753, 90.447, 949.346, 125.934
2567, 0.00000, 1006.57, 156.556, 903.699, 99.4068, 969.118, 136.166
2568, 0.00000, 933.649, 120.933, 830.54, 63.5798, 896.118, 100.452
2569, 0.00000, 873.625, 91.2315, 782.624, 39.702, 839.675, 72.3789
2570, 0.00000, 882.84, 96.0462, 793.239, 44.9635, 842.097, 73.5895
2571, 0.00000, 840.261, 74.4108, 774.028, 35.5126, 807.966, 56.3691
2572, 0.00000, 810.233, 59.4853, 743.368, 20.1009, 766.209, 35.315
2573, 0.00000, 849.624, 79.7847, 763.767, 30.3374, 808.851, 57.2619
2574, 0.00000, 890.405, 100.375, 813.103, 55.4801, 856.21, 81.2171
2575, 0.00000, 883.15, 96.8095, 786.518, 41.9258, 828.534, 66.9397
2576, 0.00000, 881.144, 95.9086, 776.721, 36.9578, 830.037, 67.9203
2577, 0.00000, 888.107, 99.6404, 795.354, 46.562, 837.888, 71.9629
2578, 0.00000, 924.991, 118.145, 816.947, 57.3069, 883.456, 95.1768
2579, 0.00000, 909.748, 110.144, 822.124, 59.8504, 891.695, 99.3393
2580, 0.00000, 911.2, 111.13, 817.784, 57.8882, 881.251, 94.1295
2581, 0.00000, 924.125, 117.602, 815.579, 56.4679, 881.674, 94.2742
2582, 0.00000, 943.833, 127.508, 856.712, 77.3639, 913.679, 110.416
2583, 0.00000, 869.8, 90.0011, 766.764, 31.472, 829.102, 67.4444
2584, 0.00000, 899.679, 105.237, 797.934, 47.4527, 869.497, 88.1116
2585, 0.00000, 867.832, 88.6789, 781.743, 39.3034, 855.065, 80.7291
2586, 0.00000, 931.576, 121.045, 832.017, 64.5257, 902.776, 104.879
2587, 0.00000, 989.145, 149.848, 882.723, 90.1107, 952.815, 129.968
2588, 0.00000, 950.792, 129.888, 878.589, 87.8772, 921.351, 113.655
2589, 0.00000, 1007.79, 158.928, 926.825, 112.342, 984.909, 146.199
2590, 0.00000, 905.934, 107.825, 814.797, 55.8178, 851.138, 78.4046
2591, 0.00000, 845.656, 77.1424, 790.095, 43.6691, 846.108, 76.4232
2592, 0.00000, 808.496, 58.4389, 755.422, 26.2117, 791.408, 48.4658
2593, 0.00000, 783.365, 45.5076, 734.712, 15.4912, 783.86, 44.7631
2594, 0.00000, 768.975, 38.6808, 690.24, -7.28803, 726.575, 15.2679
2595, 0.00000, 748.043, 27.7326, 688.627, -8.01319, 714.503, 8.99714
2596, 0.00000, 736.349, 21.707, 685.207, -9.828, 703.91, 3.58009
2597, 0.00000, 768.844, 38.6242, 707.485, 1.64922, 731.376, 17.7559
2598, 0.00000, 812.02, 60.8627, 751.487, 24.2653, 794.775, 50.5467
2599, 0.00000, 844.682, 77.8939, 751.354, 24.1065, 801.939, 54.0636
2600, 0.00000, 883.805, 97.6784, 777.602, 37.3025, 837.206, 72.0597
2601, 0.00000, 883.189, 97.2704, 777.269, 37.0601, 845.834, 76.4116
2602, 0.00000, 930.335, 121.4, 818.687, 58.2156, 882.483, 95.1362
2603, 0.00000, 947.003, 129.357, 865.969, 82.2986, 912.368, 109.866
2604, 0.00000, 905.333, 108.31, 825.706, 61.985, 879.568, 93.5025
2605, 0.00000, 968.916, 140.685, 877.934, 88.3852, 930.34, 119.297
2606, 0.00000, 1074.77, 193.408, 988.408, 143.889, 1041.07, 174.853
2607, 0.00000, 937.105, 124.636, 842.602, 70.6193, 896.681, 102.066
2608, 0.00000, 892.446, 101.618, 812.293, 55.1796, 861.931, 83.9968
2609, 0.00000, 854.894, 82.632, 784.12, 40.8659, 834.389, 70.1848
2610, 0.00000, 878.355, 94.285, 817.794, 57.8932, 856.296, 81.1554
2611, 0.00000, 910.625, 110.715, 818.862, 58.3807, 863.088, 84.5455
2612, 0.00000, 986.667, 148.881, 891.004, 94.7011, 931.839, 119.258
2613, 0.00000, 892.088, 101.031, 805.205, 51.2694, 852.773, 79.2096
2614, 0.00000, 908.625, 109.207, 826.573, 62.0894, 877.633, 91.9582
2615, 0.00000, 822.344, 65.7804, 764.535, 30.9162, 789.84, 47.4107
2616, 0.00000, 802.453, 55.5247, 737.55, 16.9558, 787.503, 46.3432
2617, 0.00000, 755.14, 31.2295, 712.379, 4.25551, 734.456, 18.9073
2618, 0.00000, 739.352, 23.4238, 684.941, -9.8595, 711.317, 7.13164
2619, 0.00000, 707.529, 7.18143, 661.451, -21.9874, 674.168, -12.4371
2620, 0.00000, 769.41, 39.279, 698.446, -2.79174, 734.233, 19.0537
2621, 0.00000, 764.62, 36.447, 700.838, -1.66731, 739.902, 21.7483
2622, 0.00000, 811.906, 60.9174, 753.627, 25.4911, 784.091, 44.5267
2623, 0.00000, 862.816, 86.6777, 811.485, 55.2251, 852.561, 79.828
2624, 0.00000, 862.521, 86.4112, 795.341, 46.5595, 847.252, 77.0712
2625, 0.00000, 932.437, 121.895, 857.651, 78.2104, 888.825, 97.6526
2626, 0.00000, 991.291, 151.699, 893.861, 96.3094, 941.602, 124.433
2627, 0.00000, 972.547, 142.192, 867.626, 82.8642, 928.555, 117.882
2628, 0.00000, 926.533, 118.728, 842.608, 70.398, 902.549, 104.841
2629, 0.00000, 935.779, 123.008, 867.515, 83.0464, 933.719, 120.453
2630, 0.00000, 938.25, 124.85, 859.873, 79.3885, 922.813, 115.322
2631, 0.00000, 918.609, 114.223, 873.045, 86.0443, 912.585, 109.47
2632, 0.00000, 926.407, 118.39, 861.062, 79.8971, 913.614, 110.28
2633, 0.00000, 895.846, 103.185, 832.296, 65.4815, 895.251, 101.25
2634, 0.00000, 892.79, 101.333, 839.454, 69.1609, 886.076, 96.4006
2635, 0.00000, 909.2, 109.882, 824.141, 60.9856, 890.107, 98.366
2636, 0.00000, 962.053, 136.2, 887.035, 92.8576, 944.839, 125.75
2637, 0.00000, 913.34, 111.552, 841.647, 69.8286, 879.858, 92.7484
2638, 0.00000, 882.49, 95.9369, 824.225, 61.259, 857.822, 81.6905
2639, 0.00000, 873.68, 91.8421, 808.495, 53.2637, 850.672, 78.3727
2640, 0.00000, 811.43, 60.0169, 758.446, 27.9418, 800.943, 53.0732
2641, 0.00000, 793.871, 51.6042, 735.829, 16.4715, 746.585, 25.0413
2642, 0.00000, 762.101, 35.151, 713.372, 4.92925, 740.57, 22.107
2643, 0.00000, 763.922, 36.0115, 712.775, 4.47801, 730.953, 17.054
2644, 0.00000, 742.882, 25.2488, 692.974, -5.6274, 735.274, 19.5024
2645, 0.00000, 731.361, 19.4191, 680.301, -12.2151, 701.907, 2.12662
2646, 0.00000, 816.523, 63.053, 761.212, 29.5139, 794.756, 50.0466
2647, 0.00000, 840.624, 75.4464, 780.698, 39.3403, 842.479, 74.9614
2648, 0.00000, 869.338, 89.7204, 803.941, 50.9465, 870.325, 88.9444
2649, 0.00000, 918.624, 114.983, 848.712, 73.6986, 903.803, 105.725
2650, 0.00000, 918.726, 114.608, 848.012, 73.3757, 910.132, 108.803
2651, 0.00000, 912.906, 111.838, 822.388, 60.1049, 899.296, 103.439
2652, 0.00000, 962.075, 136.156, 901.189, 100.268, 973.104, 140.766
2653, 0.00000, 956.685, 133.562, 909.635, 104.48, 964.572, 136.33
2654, 0.00000, 930.308, 120.128, 873.035, 85.8697, 935.91, 121.571
2655, 0.00000, 975.731, 143.709, 903.575, 101.414, 954.179, 131.006
2656, 0.00000, 918.064, 114.388, 848.352, 73.2259, 879.651, 92.7028
2657, 0.00000, 895.786, 102.685, 837.839, 68.0671, 890.941, 98.7647
2658, 0.00000, 849.151, 79.3056, 784.705, 40.9484, 824.738, 64.9967
2659, 0.00000, 922.568, 116.623, 830.43, 64.2705, 876.676, 91.3031
2660, 0.00000, 972.86, 141.538, 865.302, 81.4218, 922.026, 113.999
2661, 0.00000, 931.535, 120.479, 861.345, 79.7088, 906.388, 105.992
2662, 0.00000, 920.089, 114.946, 842.226, 70.2714, 893.918, 100.075
2663, 0.00000, 849.531, 79.6469, 777.885, 37.8147, 820.342, 62.8462
2664, 0.00000, 799.913, 54.4207, 751.95, 24.668, 785.745, 45.3134
2665, 0.00000, 803.714, 56.596, 722.713, 9.36112, 760.847, 32.4606
2666, 0.00000, 768.942, 38.7439, 705.041, 0.480604, 736.924, 20.1726
2667, 0.00000, 745.498, 26.5267, 705.354, 0.666507, 733.581, 18.4701
2668, 0.00000, 744.986, 26.4432, 690.233, -7.12553, 703.799, 3.03873
2669, 0.00000, 794.373, 51.8033, 729.682, 13.147, 775.594, 40.3317
2670, 0.00000, 863.558, 87.2694, 796.951, 47.5301, 833.742, 69.7987
2671, 0.00000, 926.703, 118.998, 846.654, 72.8495, 901.386, 104.297
2672, 0.00000, 946.402, 129.073, 846.924, 72.4687, 917.197, 112.187
2673, 0.00000, 962.849, 137.529, 875.208, 87.1001, 920.57, 113.836
2674, 0.00000, 1056.71, 184.757, 950.184, 124.806, 1004.1, 155.878
2675, 0.00000, 1041.86, 176.671, 974.965, 137.572, 1025.87, 166.98
2676, 0.00000, 999.859, 155.843, 901.831, 100.497, 969.38, 138.294
2677, 0.00000, 1057.14, 184.816, 962.629, 131.429, 1005.59, 156.529
2678, 0.00000, 995.763, 153.743, 906.021, 102.7, 956.297, 131.669
2679, 0.00000, 1042.54, 177.261, 963.472, 131.759, 1036.98, 172.748
2680, 0.00000, 1028.57, 169.752, 937.486, 118.427, 996.328, 151.769
2681, 0.00000, 1013.92, 162.681, 917.955, 108.584, 980.636, 143.846
2682, 0.00000, 946.314, 128.275, 876.508, 87.472, 924.747, 115.459
2683, 0.00000, 997.023, 153.16, 898.147, 97.9719, 964.567, 135.084
2684, 0.00000, 1037.66, 173.362, 952.02, 124.984, 1013.21, 159.419
2685, 0.00000, 1004.58, 157.362, 917.249, 107.657, 959.293, 132.488
2686, 0.00000, 927.045, 118.332, 847.006, 72.3584, 901.623, 103.701
2687, 0.00000, 852.186, 81.0387, 781.219, 39.2754, 819.151, 62.1098
2688, 0.00000, 828.754, 68.8497, 774.946, 36.1512, 807.334, 55.9817
2689, 0.00000, 814.326, 61.7359, 743.005, 19.7455, 785.533, 45.0911
2690, 0.00000, 765.094, 36.6732, 712.626, 4.32891, 733.336, 18.182
2691, 0.00000, 758.156, 33.0398, 705.707, 0.876355, 741.089, 22.4408
2692, 0.00000, 759.703, 34.0568, 694.228, -5.15783, 715.203, 8.87747
2693, 0.00000, 797.733, 53.5777, 731.492, 14.0559, 760.754, 32.5081
2694, 0.00000, 890.559, 100.42, 829.283, 63.8525, 871.128, 88.8069
2695, 0.00000, 966.36, 139.28, 869.027, 83.9144, 925.26, 116.279
2696, 0.00000, 959.069, 135.725, 862.127, 80.327, 925.013, 116.202
2697, 0.00000, 972.539, 142.154, 898.907, 99.1276, 950.331, 128.908
2698, 0.00000, 1042.88, 177.614, 949.757, 124.752, 993.812, 150.604
2699, 0.00000, 1076.49, 194.255, 991.601, 145.829, 1055.22, 181.885
2700, 0.00000, 1063.8, 187.98, 970.213, 135.05, 1045.99, 177.055
2701, 0.00000, 1126.55, 219.212, 1018.26, 158.742, 1097.41, 202.663
2702, 0.00000, 1173.47, 241.882, 1067.02, 182.9, 1142.08, 224.459
2703, 0.00000, 1190.2, 250.254, 1074.59, 186.782, 1158.78, 232.862
2704, 0.00000, 1215.56, 262.081, 1105.85, 201.946, 1188.09, 246.922
2705, 0.00000, 1140.95, 225.366, 1043, 170.735, 1117.59, 211.954
2706, 0.00000, 1094.44, 202.132, 1010.82, 154.684, 1075.06, 190.743
2707, 0.00000, 1156.59, 232.242, 1062.44, 179.823, 1121.52, 213.165
2708, 0.00000, 1137.77, 222.356, 1049.56, 173.198, 1091.85, 197.987
2709, 0.00000, 1102.58, 205.454, 1018.79, 158.106, 1066.14, 185.499
2710, 0.00000, 1083.93, 196.388, 1002.82, 150.313, 1047.54, 176.628
2711, 0.00000, 1004.93, 157.648, 933.831, 116.629, 971.301, 138.941
2712, 0.00000, 962.806, 136.49, 897.72, 98.4471, 932.239, 119.244
2713, 0.00000, 915.855, 113.086, 859.951, 79.3623, 890.901, 98.5371
2714, 0.00000, 832.871, 71.2087, 784.233, 41.188, 809.409, 57.2409
2715, 0.00000, 827.662, 68.7972, 761.789, 29.594, 790.006, 47.3379
2716, 0.00000, 798.318, 53.6245, 734.509, 15.4571, 759.926, 31.7862
2717, 0.00000, 806.965, 58.0023, 753.616, 25.3499, 782.249, 43.3428
2718, 0.00000, 926.21, 118.563, 868.707, 84.0117, 896.609, 101.619
2719, 0.00000, 956.297, 133.704, 886.636, 92.9632, 926.771, 116.892
2720, 0.00000, 961.17, 136.318, 879.201, 88.8767, 941.898, 124.673
2721, 0.00000, 1007.26, 159.776, 932.611, 116.168, 979.274, 143.409
2722, 0.00000, 1060.99, 186.151, 992.318, 146.009, 1039.74, 173.449
2723, 0.00000, 1107.09, 209.129, 1045.98, 173.244, 1084.69, 196.137
2724, 0.00000, 1148.26, 229.615, 1058.75, 179.222, 1124.74, 216.264
2725, 0.00000, 1210, 259.926, 1121.07, 210.345, 1181.6, 244.283
2726, 0.00000, 1184.42, 247.208, 1087.6, 193.227, 1138.25, 222.346
2727, 0.00000, 1146.01, 227.373, 1072.85, 185.762, 1129.66, 217.717
2728, 0.00000, 1194.94, 251.203, 1100.23, 198.864, 1179.26, 242.224
2729, 0.00000, 1111.74, 210.252, 1038.41, 168.632, 1109.56, 207.885
2730, 0.00000, 1106.46, 207.512, 1025.13, 161.485, 1085.39, 195.521
2731, 0.00000, 1116.43, 211.791, 1032.73, 164.965, 1092.79, 198.581
2732, 0.00000, 1143.38, 225.189, 1045.08, 170.966, 1118.01, 211.222
2733, 0.00000, 1096.02, 202.198, 1011.59, 154.631, 1063.12, 184.09
2734, 0.00000, 1066.57, 187.971, 990.939, 144.813, 1039.33, 172.816
2735, 0.00000, 1000.12, 155.213, 934.58, 116.982, 969.365, 138.018
2736, 0.00000, 893.02, 101.56, 831.842, 65.1543, 858.602, 82.069
2737, 0.00000, 874.298, 92.0905, 818.828, 58.5557, 868.093, 87.3253
2738, 0.00000, 821.933, 65.6307, 769.902, 33.6994, 807.081, 56.1238
2739, 0.00000, 793.596, 51.0476, 745.926, 21.4061, 782.658, 43.6184
2740, 0.00000, 785.918, 47.1843, 743.216, 20.0959, 767.174, 35.5582
2741, 0.00000, 777.165, 42.7791, 733.319, 14.9993, 757.313, 30.4725
2742, 0.00000, 856.239, 83.5256, 786.029, 42.0561, 828.55, 67.2447
2743, 0.00000, 839.648, 75.1458, 775.11, 36.5649, 824.043, 65.0572
2744, 0.00000, 853.197, 81.6234, 802.758, 50.6013, 816.56, 60.669
2745, 0.00000, 958.124, 135.187, 875.399, 87.2757, 933.457, 120.62
2746, 0.00000, 1074.63, 193.603, 970.874, 135.239, 1015.79, 161.667
2747, 0.00000, 1104.13, 207.839, 998.605, 148.946, 1064.08, 185.766
2748, 0.00000, 1054.81, 182.95, 952.611, 125.775, 1016.11, 161.402
2749, 0.00000, 1072.08, 191.277, 987.808, 143.65, 1049.59, 178.43
2750, 0.00000, 1110.46, 210.815, 1008.58, 153.859, 1090.93, 199.319
2751, 0.00000, 1133.39, 222.052, 1038.59, 168.836, 1120.66, 214.09
2752, 0.00000, 1110.66, 210.509, 990.702, 144.288, 1080.57, 193.808
2753, 0.00000, 1125.49, 217.656, 1000.09, 148.728, 1105.55, 206.333
2754, 0.00000, 1069.14, 189.245, 979.798, 138.871, 1054.09, 180.214
2755, 0.00000, 1102.02, 205.183, 1007.12, 152.16, 1078.7, 191.952
2756, 0.00000, 1096.67, 202.5, 1012.56, 154.776, 1093.09, 199.509
2757, 0.00000, 1110.9, 209.888, 993.389, 145.13, 1064.58, 185.076
2758, 0.00000, 1091.14, 200.788, 960.581, 128.953, 1012.68, 159.268
2759, 0.00000, 1029.06, 169.718, 949.896, 124.364, 997.932, 152.252
2760, 0.00000, 978.488, 144.991, 886.522, 92.5837, 922.023, 114.209
2761, 0.00000, 852.298, 81.0471, 773.519, 35.2534, 825.347, 65.4953
2762, 0.00000, 854.809, 82.4462, 782.546, 40.043, 816.808, 61.0104
2763, 0.00000, 793.995, 51.1829, 758.755, 28.1192, 778.834, 41.5024
2764, 0.00000, 798.576, 53.7471, 722.687, 9.24082, 777.943, 41.3448
2765, 0.00000, 827.592, 68.7409, 753.272, 25.1705, 798.489, 51.8627
2766, 0.00000, 887.925, 99.5859, 817.485, 57.9403, 832.302, 68.8789
2767, 0.00000, 885.712, 98.373, 798.664, 48.4046, 855.125, 80.7739
2768, 0.00000, 885.239, 98.3587, 800.572, 49.2024, 863.434, 85.1033
2769, 0.00000, 953.08, 132.695, 836.516, 67.2845, 919.322, 113.281
2770, 0.00000, 1083.24, 197.881, 964.935, 132.1, 1033.98, 170.862
2771, 0.00000, 1063.62, 187.941, 931.551, 115.05, 1025.26, 166.661
2772, 0.00000, 1071.03, 191.313, 971.756, 135.656, 1070.79, 189.621
2773, 0.00000, 1096.29, 203.891, 991.7, 145.39, 1072.57, 190.286
2774, 0.00000, 1119.37, 215.892, 999.319, 149.261, 1066.55, 187.223
2775, 0.00000, 1099, 205.377, 995.949, 147.643, 1069.21, 188.661
2776, 0.00000, 1069.26, 190.474, 971.761, 135.661, 1049.61, 178.799
2777, 0.00000, 1045.14, 177.748, 978.709, 139.062, 1032.05, 169.69
2778, 0.00000, 1061.23, 185.758, 983.025, 141.026, 1060.86, 184.412
2779, 0.00000, 1088.75, 198.95, 1000.6, 149.388, 1067.18, 186.868
2780, 0.00000, 1146.98, 228.221, 1032.81, 165.345, 1106, 206.118
2781, 0.00000, 1099.89, 204.561, 1012.88, 155.462, 1079.04, 192.767
2782, 0.00000, 1065.45, 187.77, 974.237, 136.324, 1009.61, 157.949
2783, 0.00000, 1067.24, 189.176, 972.664, 135.819, 1015.43, 161.393
2784, 0.00000, 924.612, 117.769, 830.408, 64.1742, 872.774, 89.5314
2785, 0.00000, 894.462, 102.685, 813.368, 55.8352, 844.847, 75.2196
2786, 0.00000, 858.129, 83.9957, 791.312, 44.5391, 837.978, 72.1275
2787, 0.00000, 811.306, 60.188, 755.647, 26.3226, 785.108, 44.8114
2788, 0.00000, 804.884, 56.9574, 738.153, 17.4167, 773.176, 38.7056
2789, 0.00000, 858.337, 84.801, 775.788, 36.7966, 801.113, 53.1731
2790, 0.00000, 881.861, 96.5157, 799.601, 48.8661, 864.279, 85.8081
2791, 0.00000, 944.234, 128.349, 847.725, 73.1911, 896.962, 102.256
2792, 0.00000, 947.964, 129.681, 857.42, 77.6972, 920.227, 113.997
2793, 0.00000, 1051.61, 181.206, 967.045, 132.688, 1038.8, 173.64
2794, 0.00000, 1125.57, 218.453, 1009.8, 154.108, 1123.29, 216.244
2795, 0.00000, 1183.37, 247.098, 1057.01, 177.58, 1167.86, 238.252
2796, 0.00000, 1153.14, 231.422, 1061.66, 180.026, 1135.94, 221.824
2797, 0.00000, 1122.38, 215.974, 1043.64, 171.501, 1117.84, 213.191
2798, 0.00000, 1150.8, 230.156, 1080.99, 189.913, 1153.83, 230.652
2799, 0.00000, 1134.13, 221.966, 1046.27, 172.708, 1143.62, 226.504
2800, 0.00000, 1126.26, 218.398, 1048.03, 173.525, 1099.09, 203.435
2801, 0.00000, 1078.19, 194.408, 1000.53, 150.082, 1062.17, 185.258
2802, 0.00000, 1036.07, 173.232, 940.378, 119.225, 1017.43, 162.553
2803, 0.00000, 1111.51, 210.612, 1011.67, 154.599, 1056.42, 181.318
2804, 0.00000, 1173.55, 240.818, 1082.67, 190.228, 1141.47, 223.816
2805, 0.00000, 1090.75, 199.762, 1025.07, 161.807, 1049.82, 177.743
2806, 0.00000, 1059.32, 184.012, 1001.6, 150.229, 1057.12, 182.065
2807, 0.00000, 1056.49, 183.41, 996.923, 148.378, 1015.21, 161.084
2808, 0.00000, 980.982, 145.996, 907.203, 103.237, 965.619, 136.833
2809, 0.00000, 895.253, 102.973, 826.725, 62.5453, 839.584, 72.482
2810, 0.00000, 879.351, 94.5317, 823.151, 60.6731, 858.802, 82.4336
2811, 0.00000, 853.595, 81.8417, 784.273, 40.9452, 819.657, 62.6575
2812, 0.00000, 888.916, 99.9753, 820.788, 59.6999, 842.483, 74.1958
2813, 0.00000, 879.813, 95.4743, 790.621, 44.1194, 837.041, 71.7555
2814, 0.00000, 930.271, 120.613, 859.461, 79.2124, 915.58, 111.755
2815, 0.00000, 960.063, 135.834, 878.409, 88.6087, 919.777, 113.539
2816, 0.00000, 993.734, 152.467, 907.867, 103.33, 979.336, 143.996
2817, 0.00000, 1005.88, 158.357, 910.103, 104.28, 992.05, 150.278
2818, 0.00000, 1051.78, 181.344, 959.786, 129.301, 1049, 178.858
2819, 0.00000, 1065.94, 188.56, 973.906, 136.21, 1058.86, 183.859
2820, 0.00000, 1046.32, 178.389, 977.071, 138.2, 1030, 168.822
2821, 0.00000, 1079.82, 196.208, 979.187, 139.422, 1058.36, 183.858
2822, 0.00000, 1114.38, 213.127, 1014, 156.688, 1110.81, 210.197
2823, 0.00000, 1102.59, 207.607, 1001.08, 150.479, 1079.82, 194.526
2824, 0.00000, 1106.78, 208.958, 1011.07, 155.3, 1102.69, 205.846
2825, 0.00000, 1077.12, 194.373, 987.014, 143.407, 1088.64, 198.989
2826, 0.00000, 1051.42, 181.148, 950.838, 124.831, 1026.35, 167.128
2827, 0.00000, 1087.36, 198.301, 1002.6, 150.538, 1058.27, 182.349
2828, 0.00000, 1150, 229.373, 1049.38, 173.599, 1109.62, 207.826
2829, 0.00000, 1049.35, 179.673, 956.368, 127.444, 1015.26, 160.886
2830, 0.00000, 991.469, 150.665, 904.611, 101.487, 961.665, 134.094
2831, 0.00000, 953.804, 132.359, 890.261, 94.8157, 915.603, 111.178
2832, 0.00000, 904.882, 107.491, 832.975, 65.598, 868.016, 86.9677
2833, 0.00000, 866.211, 88.4742, 788.557, 42.9826, 817.227, 61.2495
2834, 0.00000, 825.084, 67.4037, 748.67, 22.6915, 795.194, 50.1159
2835, 0.00000, 801.764, 55.5645, 747.69, 22.4832, 756.474, 29.9646
2836, 0.00000, 823.839, 66.9106, 758.969, 28.2638, 786.825, 45.905
2837, 0.00000, 848.957, 79.6726, 786.642, 42.4056, 842.78, 74.776
2838, 0.00000, 929.735, 120.494, 854.274, 76.623, 901.634, 104.34
2839, 0.00000, 1007.1, 159.6, 909.411, 104.228, 974.756, 141.313
2840, 0.00000, 1053.19, 182.722, 911.103, 104.516, 1007, 157.352
2841, 0.00000, 1111, 211.217, 985.737, 142.225, 1093.99, 201.178
2842, 0.00000, 1167.46, 239.083, 1025.66, 161.718, 1144.5, 226.099
2843, 0.00000, 1187.83, 248.54, 1078.44, 188.089, 1186.9, 247.502
2844, 0.00000, 1175.3, 242.539, 1058.86, 178.082, 1161.2, 234.694
2845, 0.00000, 1205.79, 257.492, 1084, 190.67, 1178.92, 243.339
2846, 0.00000, 1238.43, 273.901, 1125.79, 211.657, 1184.28, 245.692
2847, 0.00000, 1197.52, 253.702, 1077.83, 187.573, 1161.09, 234.481
2848, 0.00000, 1216.26, 262.566, 1089.3, 192.754, 1192.44, 249.988
2849, 0.00000, 1132.5, 220.944, 1013.26, 155.237, 1125.12, 216.578
2850, 0.00000, 1119.89, 213.967, 1003.61, 149.846, 1134.85, 221.045
2851, 0.00000, 1178.75, 243.263, 1012.82, 153.922, 1107.48, 206.121
2852, 0.00000, 1190.56, 248.398, 1053.33, 173.653, 1149, 226.323
2853, 0.00000, 1136.04, 221.341, 1026.95, 161.164, 1123.11, 214.086
2854, 0.00000, 1157.66, 232.83, 1032.84, 164.239, 1107.72, 206.407
2855, 0.00000, 1054.24, 181.753, 950.224, 123.814, 1027.67, 167.4
2856, 0.00000, 1042.26, 176.837, 928.306, 113.292, 990.872, 149.351
2857, 0.00000, 988.296, 149.28, 899.117, 98.7433, 968.895, 138.589
